Row #,Species,Count,Location,S/P,Date,LocID,SubID
1619,Yellow-breasted Flycatcher,,Day 5 Darien - Las Lagunas and El Salto,PA-5,05 Nov 2014,L9688798,S64937276
1620,Cinnamon Flycatcher,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1621,Cliff Flycatcher,1,PE Intervales,BR-SP,11 Nov 2019,L972187,S62338130
1622,Ornate Flycatcher,2,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
1623,Handsome Flycatcher,7,Cerro Montezuma--Los Chorros,CO-RIS,07 Jul 2019,L6109719,S58038180
1624,Brown-capped Tyrannulet,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1625,Northern Beardless-Tyrannulet,,Batopilas (pueblo),MX-CHH,03 Jan 2003,L293078,S72501664
1626,Southern Beardless-Tyrannulet,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
1627,White-tailed Tyrannulet,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1628,White-banded Tyrannulet,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1629,White-throated Tyrannulet,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
1630,Black-crested Tit-Tyrant,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
1631,Pied-crested Tit-Tyrant,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
1632,Tufted Tit-Tyrant,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1633,Mouse-colored Tyrannulet,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
1634,Yellow Tyrannulet,2,Parque Mambucaba--Estrada do Chapeu do Sol,BR-RJ,19 Nov 2019,L10125533,S61749420
1635,Gray-backed Tachuri,1,Campos do Jordão--brejo caminho p. Pico do Itapeva,BR-SP,18 Nov 2019,L7278342,S61861310
1636,Yellow-crowned Tyrannulet,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1637,Forest Elaenia,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1638,Gray Elaenia,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1639,Yellow-crowned Elaenia,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
1640,Plain-crested Elaenia,1,Caño Culebra Trail,CO-GUA,08 Jul 2018,L7562069,S72092127
1641,Small-headed Elaenia,3,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1642,Yellow-bellied Elaenia,,Jaen west to Olmos,PE-CAJ,16 Oct 2012,L9695402,S64937173
1643,Small-billed Elaenia,1,PE Intervales,BR-SP,11 Nov 2019,L972187,S62338130
1644,Olivaceous Elaenia,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091478
1645,White-crested Elaenia,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1646,Sierran Elaenia,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1647,Mountain Elaenia,2,Vereda Cerezales,CO-ANT,28 Jun 2019,L5831512,S57893415
1648,Torrent Tyrannulet,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
1649,White-crested Tyrannulet,2,Campos do Jordão--Av. Pedro Paulo p. Horto Florestal,BR-SP,17 Nov 2019,L10168377,S72091435
1650,Rough-legged Tyrannulet,1,Tapiraí--Estrada para o Legado das Águas,BR-SP,15 Nov 2019,L7783590,S61613845
1651,Greenish Tyrannulet,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1652,Planalto Tyrannulet,1,Fazenda Museros e estrada,BR-SP,11 Nov 2019,L9859332,S61861327
1653,Sooty-headed Tyrannulet,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S64937319
1654,Black-capped Tyrannulet,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928050
1655,Gray-capped Tyrannulet,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1656,Guatemalan Tyrannulet,1,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
1657,Mistletoe Tyrannulet,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1658,Golden-faced Tyrannulet,2,"Finca Alejandría ""El Paraiso de Los Colibries""",CO-VAC,01 Jul 2018,L2057859,S72092174
1659,Slender-footed Tyrannulet,1,Río Inírida--Inírida,CO-GUA,08 Jul 2018,L2613195,S72092125
1660,Tawny-crowned Pygmy-Tyrant,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
1661,Gray-and-white Tyrannulet,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
1662,Amazonian Tyrannulet,1,Río Inírida--Inírida,CO-GUA,10 Jul 2018,L2613195,S72092118
1663,Bran-colored Flycatcher,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
1664,Euler's Flycatcher,1,Asa Wright Nature Centre,TT-TUP,07 Oct 2017,L295164,S58111779
1665,Tufted Flycatcher,,Urique (pueblo),MX-CHH,29 Dec 2002,L1653804,S72501715
1666,Olive-sided Flycatcher,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
1667,Greater Pewee,,Urique (pueblo),MX-CHH,29 Dec 2002,L1653804,S72501715
1668,Smoke-colored Pewee,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1669,Western Wood-Pewee,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
1670,Eastern Wood-Pewee,,Pinckney RA--Embury Rd,US-MI,14 Jun 2011,L1131706,S72093266
1671,Tropical Pewee,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
1672,Fuscous Flycatcher,3,Cuffie River Nature Retreat,TT-WTO,13 Oct 2017,L470121,S58111614
1673,Yellow-bellied Flycatcher,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
1674,Acadian Flycatcher,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1675,Alder Flycatcher,1,Hollywood Blvd - Howie/ Karen Neilsen's,US-ME,01 Aug 2017,L6170052,S72092516
1676,Willow Flycatcher,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
1677,Least Flycatcher,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
1678,Hammond's Flycatcher,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
1679,Gray Flycatcher,1,Chapman's Saddle Rd.,US-CA,15 Jul 2020,L952772,S71585297
1680,Dusky Flycatcher,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
1681,Pacific-slope Flycatcher,,Golden Gate Audubon stops,US-CA,31 May 2013,L9700249,S72093198
1682,Black Phoebe,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
1683,Eastern Phoebe,7,"Hidden Valley Nature Center, Jefferson",US-ME,31 Jul 2017,L1593223,S72092522
1684,Say's Phoebe,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
1685,Vermilion Flycatcher,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
1686,Rufous-tailed Tyrant,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
1687,Crested Black-Tyrant,2,Campos do Jordão--Av. Pedro Paulo p. Horto Florestal,BR-SP,17 Nov 2019,L10168377,S72091435
1688,Velvety Black-Tyrant,4,PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m),BR-MG,21 Nov 2019,L787488,S70570314
1689,Blue-billed Black-Tyrant,1,Campos do Jordão--Av. Pedro Paulo p. Horto Florestal,BR-SP,17 Nov 2019,L10168377,S72091435
1690,Drab Water Tyrant,2,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1691,Yellow-browed Tyrant,1,PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m),BR-MG,21 Nov 2019,L787488,S70570314
1692,Spot-billed Ground-Tyrant,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
1693,Rufous-naped Ground-Tyrant,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
1694,Plain-capped Ground-Tyrant,1,"Vía al Nevado, Tolima, CO (4,941, -75,342)",CO-TOL,05 Jul 2019,L9605167,S58011935
1695,Black-billed Shrike-Tyrant,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
1696,White-tailed Shrike-Tyrant,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1697,Streak-throated Bush-Tyrant,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1698,Smoky Bush-Tyrant,2,Camino Montezuma--Base Militar,CO-RIS,07 Jul 2019,L5718944,S58037304
1699,Rufous-webbed Bush-Tyrant,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1700,Streamer-tailed Tyrant,4,Itatiaia--snipe valley farm,BR-RJ,22 Nov 2019,L972134,S70570328
1701,Shear-tailed Gray Tyrant,5,PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m),BR-MG,21 Nov 2019,L787488,S70570314
1702,Pied Water-Tyrant,,Day 5 Darien - Las Lagunas and El Salto,PA-5,05 Nov 2014,L9688798,S64937276
1703,Masked Water-Tyrant,2,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091478
1704,White-headed Marsh Tyrant,1,Asa Wright Nature Centre,TT-TUP,07 Oct 2017,L295164,S58111779
1705,Tumbes Tyrant,,Reserva Ecológica Chaparri,PE-LAM,18 Oct 2012,L3966184,S64937162
1706,Jelski's Chat-Tyrant,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1707,Yellow-bellied Chat-Tyrant,2,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928050
1708,Slaty-backed Chat-Tyrant,2,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57928028
1709,Rufous-breasted Chat-Tyrant,,Kuelap Ruins area,PE-AMA,09 Oct 2012,L9694444,S64937213
1710,Brown-backed Chat-Tyrant,1,Vereda Cerezales,CO-ANT,28 Jun 2019,L5831512,S57893415
1711,White-browed Chat-Tyrant,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1712,Long-tailed Tyrant,,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
1713,Short-tailed Field Tyrant,,Reserva Ecológica Chaparri,PE-LAM,19 Oct 2012,L3966184,S64937151
1714,Large-headed Flatbill,2,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1715,Rufous-tailed Attila,3,"Parque Estadual Carlos Botelho--(-24.125, -47.991)",BR-SP,11 Nov 2019,L10216863,S61861331
1716,Cinnamon Attila,1,Río Inírida--Inírida,CO-GUA,08 Jul 2018,L2613195,S72092125
1717,Citron-bellied Attila,1,Río Inírida--Inírida,CO-GUA,10 Jul 2018,L2613195,S72092118
1718,Dull-capped Attila,1,Heliconia Lodge,BR-AM,26 Jun 2018,L3172087,S72092183
1719,Gray-hooded Attila,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
1720,Bright-rumped Attila,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1721,Sibilant Sirystes,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1722,Grayish Mourner,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
1723,Pale-bellied Mourner,1,Caño Culebra Trail,CO-GUA,07 Jul 2018,L7562069,S72092128
1724,Rufous Flycatcher,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
1725,Dusky-capped Flycatcher,2,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
1726,Swainson's Flycatcher,1,Río Inírida--Inírida,CO-GUA,09 Jul 2018,L2613195,S72092121
1727,Venezuelan Flycatcher,1,Cuffie River Nature Retreat,TT-WTO,13 Oct 2017,L470121,S58111614
1728,Panama Flycatcher,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1729,Short-crested Flycatcher,2,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
1730,Apical Flycatcher,2,Grayish Piculet Quarry,CO-ANT,03 Jul 2019,L1402843,S57893431
1731,Pale-edged Flycatcher,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
1732,Ash-throated Flycatcher,,Batopilas (pueblo),MX-CHH,03 Jan 2003,L293078,S72501664
1733,Nutting's Flycatcher,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
1734,Great Crested Flycatcher,,Florida,US-FL,03 Mar 1996,L108932,S72093705
1735,Brown-crested Flycatcher,,Batopilas (pueblo),MX-CHH,03 Jan 2003,L293078,S72501664
1736,Cattle Tyrant,1,RN San Cipriano-Escalerete,CO-VAC,05 Jul 2018,L2711479,S72092144
1737,Lesser Kiskadee,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1738,Great Kiskadee,6,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
1739,Boat-billed Flycatcher,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
1740,Rusty-margined Flycatcher,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1741,Social Flycatcher,20,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
1742,Gray-capped Flycatcher,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
1743,White-ringed Flycatcher,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092148
1744,Yellow-throated Flycatcher,1,Caño Culebra Trail,CO-GUA,08 Jul 2018,L7562069,S72092127
1745,Three-striped Flycatcher,1,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1746,Lemon-browed Flycatcher,1,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
1747,Golden-crowned Flycatcher,1,RN Aguaclara,CO-VAC,03 Jul 2018,L4303937,S72092156
1748,Baird's Flycatcher,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
1749,Streaked Flycatcher,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
1750,Sulphur-bellied Flycatcher,,Río Chucunaque,PA-5,04 Nov 2014,L2306454,S64937278
1751,Piratic Flycatcher,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
1752,Variegated Flycatcher,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1753,Crowned Slaty Flycatcher,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
1754,Sulphury Flycatcher,3,Waller Field,TT-TUP,07 Oct 2017,L623424,S58111521
1755,Tropical Kingbird,10,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
1756,Cassin's Kingbird,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
1757,Thick-billed Kingbird,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
1758,Western Kingbird,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
1759,Eastern Kingbird,,Wakulla Springs SP,US-FL,22 Jun 2003,L127256,S72093604
1760,Gray Kingbird,1,Blanchisseuse Rd,TT-TUP,10 Oct 2017,L6339036,S58111499
1761,Scissor-tailed Flycatcher,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
1762,Fork-tailed Flycatcher,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
1763,Golden-bellied Gerygone,1,"La Mesa Eco Park, Quezon City",PH-00,02 Oct 2015,L4043600,S64937454
1764,Small Minivet,,The Other Corner Guest House - Habarana,LK-7,06 Feb 2020,L10774969,S64937005
1765,Gray-chinned Minivet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1766,Short-billed Minivet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1767,Long-tailed Minivet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1768,Orange Minivet,,Kandy--Udawatta Kele Sanctuary,LK-2,08 Feb 2020,L4884263,S64937000
1769,Scarlet Minivet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1770,Large Cuckooshrike,1,Yala National Park (General),LK-3,14 Feb 2020,L1122648,S64937068
1771,Bar-bellied Cuckooshrike,20,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
1772,Red-shouldered Cuckooshrike,2,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
1773,Black-winged Cuckooshrike,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1774,Black-headed Cuckooshrike,,Mannar Island (General),LK-4,06 Feb 2020,L4611450,S64937065
1775,Blackish Cuckooshrike,6,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
1776,Blyth's Shrike-Babbler,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1777,Green Shrike-Babbler,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1778,Black-eared Shrike-Babbler,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1779,White-bellied Erpornis,1,Cuc Phuong NP,VN-18,18 Feb 2020,L1086800,S64936891
1780,Rufous-browed Peppershrike,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1781,Black-billed Peppershrike,1,Vereda Cerezales,CO-ANT,28 Jun 2019,L5831512,S57893415
1782,Rufous-crowned Greenlet,1,Fazenda Museros e estrada,BR-SP,11 Nov 2019,L9859332,S61861327
1783,Scrub Greenlet,2,Cuffie River Nature Retreat,TT-WTO,13 Oct 2017,L470121,S58111614
1784,Gray-chested Greenlet,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1785,Brown-headed Greenlet,1,Río Inírida--Inírida,CO-GUA,08 Jul 2018,L2613195,S72092125
1786,Lemon-chested Greenlet,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
1787,Green Shrike-Vireo,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1788,Slaty-capped Shrike-Vireo,1,Via Antigua a Buenaventura,CO-VAC,02 Jul 2018,L2998201,S72092158
1789,Tawny-crowned Greenlet,1,Heliconia Lodge,BR-AM,26 Jun 2018,L3172087,S72092183
1790,Lesser Greenlet,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1791,Dusky-capped Greenlet,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1792,Golden-fronted Greenlet,,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
1793,Rufous-naped Greenlet,2,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,09 Jul 2019,L8012829,S58369124
1794,Mangrove Vireo,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
1795,Bell's Vireo,2,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
1796,Hutton's Vireo,,Gray Lodge Wildlife Area,US-CA,30 Nov 2005,L368257,S72093564
1797,Yellow-throated Vireo,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1798,Cassin's Vireo,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
1799,Plumbeous Vireo,1,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
1800,Philadelphia Vireo,1,Bolinas Lagoon--Pine Gulch,US-CA,02 Oct 2020,L590288,S74335262
1801,Warbling Vireo,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
1802,Brown-capped Vireo,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1803,Red-eyed Vireo,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
1804,Chivi Vireo,1,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
1805,Black-naped Oriole,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S72093585
1806,Ethiopian Black-headed Oriole,2,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
1807,African Black-headed Oriole,2,"Rd from Bale Mountains NP to Negele (6.6960,39.7293)",ET-OR,22 Feb 2018,L7003000,S61036534
1808,Black-hooded Oriole,1,Navadankulama Wewa,LK-6,02 Feb 2020,L6642539,S64036031
1809,Maroon Oriole,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1810,White-breasted Woodswallow,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S72093585
1811,Brown-throated Wattle-eye,2,Bishangari Lodge,ET-OR,19 Feb 2018,L2825615,S61036634
1812,Gray-headed Batis,2,"Afar Plains—(9.5192,40.0114)",ET-AF,15 Feb 2018,L6877280,S58094165
1813,Western Black-headed Batis,4,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
1814,Pygmy Batis,2,Negele/Hudert Rd,ET-OR,24 Feb 2018,L7004163,S58108028
1815,White Helmetshrike,3,"Brown-tailed Chat spot (5.4507,39.6577)",ET-OR,23 Feb 2018,L7016119,S61036511
1816,Sri Lanka Woodshrike,1,Navadankulama Wewa,LK-6,02 Feb 2020,L6642539,S64036031
1817,Bar-winged Flycatcher-shrike,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1818,Common Iora,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
1819,White-tailed Iora,1,Yala National Park (General),LK-3,14 Feb 2020,L1122648,S64937068
1820,Great Iora,1,Cuc Phuong NP,VN-18,19 Feb 2020,L1086800,S64936882
1821,Brubru,1,"Afar Plains—(9.5192,40.0114)",ET-AF,15 Feb 2018,L6877280,S58094165
1822,Northern Puffback,1,"(9.5420,39.9300)",ET-AF,15 Feb 2018,L6877268,S58094141
1823,Pringle's Puffback,1,Negele/Hudert Rd,ET-OR,24 Feb 2018,L7004163,S58108028
1824,Black-crowned Tchagra,1,Jemma Valley--Lemi escarpment,ET-AM,13 Feb 2018,L1550642,S57747964
1825,Three-streaked Tchagra,2,Yabello to Mega road,ET-OR,26 Feb 2018,L2099164,S61036487
1826,Red-naped Bushshrike,6,Wachile/Mega Rd.,ET-OR,24 Feb 2018,L7018508,S61036503
1827,Ethiopian Boubou,2,Debre Libanos--Lodge and Portuguese Bridge,ET-OR,12 Feb 2018,L1550631,S57747719
1828,Slate-colored Boubou,2,"(9.5420,39.9300)",ET-AF,15 Feb 2018,L6877268,S58094141
1829,Rosy-patched Bushshrike,2,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094237
1830,Sulphur-breasted Bushshrike,1,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094237
1831,Gray-headed Bushshrike,1,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
1832,Malaysian Pied-Fantail,,Lumphini Park,TH-10,04 Apr 2010,L1068940,S64937404
1833,Philippine Pied-Fantail,,"Heros Hill, Quezon City",PH-00,06 Mar 2004,L9650061,S72093598
1834,White-throated Fantail,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1835,White-browed Fantail,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
1836,Black Drongo,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1837,Ashy Drongo,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1838,White-bellied Drongo,1,Anawilundawa Bird Sanctuary,LK-6,02 Feb 2020,L7151861,S64034719
1839,Bronzed Drongo,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1840,Hair-crested Drongo,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1841,Balicassiao,1,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
1842,Greater Racket-tailed Drongo,1,Yala National Park (General),LK-3,14 Feb 2020,L1122648,S64937068
1843,Sri Lanka Drongo,,Sinharaja NP--Kudawa access,LK-9,11 Feb 2020,L5400563,S64936978
1844,Black-naped Monarch,2,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
1845,Indian Paradise-Flycatcher,1,Navadankulama Wewa,LK-6,02 Feb 2020,L6642539,S64036031
1846,African Paradise-Flycatcher,2,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
1847,Red-tailed Shrike,1,Lake Basaka--north shore,ET-OR,18 Feb 2018,L1550639,S58094348
1848,Isabelline Shrike,2,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
1849,Brown Shrike,15,"La Mesa Eco Park, Quezon City",PH-00,02 Oct 2015,L4043600,S64937454
1850,Bay-backed Shrike,1,Bundala NP (General),LK-3,15 Feb 2020,L1078558,S65887952
1851,Long-tailed Shrike,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1852,Gray-backed Shrike,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
1853,Loggerhead Shrike,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
1854,Iberian Gray Shrike,,Spain,ES-,28 Sep 2016,L3679729,S64937369
1855,Great Gray Shrike,1,Afar Plains--northern section,ET-AF,15 Feb 2018,L1550665,S58094177
1856,Gray-backed Fiscal,12,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
1857,Taita Fiscal,1,Yabello--Mega triangle,ET-OR,25 Feb 2018,L2099161,S61036498
1858,Somali Fiscal,2,Awash NP--southern section,ET-AF,15 Feb 2018,L1550655,S58094222
1859,Northern Fiscal,2,Sululta Plain,ET-OR,12 Feb 2018,L1550637,S57747740
1860,Masked Shrike,1,Animalia Lodge,ET-AF,17 Feb 2018,L4479835,S58094287
1861,Woodchat Shrike,1,Awash NP--southern section,ET-AF,15 Feb 2018,L1550655,S58094222
1862,White-rumped Shrike,2,"Afar Plains—(9.5192,40.0114)",ET-AF,15 Feb 2018,L6877280,S58094165
1863,Canada Jay,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
1864,Beautiful Jay,1,Camino Montezuma--Base Militar,CO-RIS,07 Jul 2019,L5718944,S58037304
1865,Black-collared Jay,1,"Riosucio - Jardin, Caldas, CO (5,501, -75,779)",CO-CAL,02 Jul 2019,L9577851,S57893439
1866,White-collared Jay,,ACP Abra Patricia--Owlet Lodge,PE-AMA,12 Oct 2012,L1849237,S64937199
1867,Black-throated Magpie-Jay,15,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
1868,White-throated Magpie-Jay,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
1869,Black-chested Jay,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S64937319
1870,Green Jay,,ACP Abra Patricia--Owlet Lodge,PE-AMA,12 Oct 2012,L1849237,S64937199
1871,Azure Jay,5,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
1872,Violaceous Jay,5,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1873,Curl-crested Jay,2,Campos do Jordão--Av. Pedro Paulo p. Horto Florestal,BR-SP,17 Nov 2019,L10168377,S72091435
